100,1,8
100,3,4
200,1,4
200,3,3
300,1,0
300,3,3
400,1,9
400,3,7
500,1,7
500,3,8
600,1,4
600,3,8
700,1,7
700,3,10
800,1,0
800,3,10
900,1,6
900,3,0
1000,1,0
1000,3,4
1100,1,8
1100,3,1
1200,1,8
1200,3,8
1300,1,1
1300,3,6
1400,1,1
1400,3,0
1500,1,8
1500,3,1
1600,1,10
1600,3,7
1700,1,9
1700,3,4
1800,1,5
1800,3,7
1900,1,3
1900,3,5
2000,1,8
2000,3,7
2100,1,6
2100,3,0
2200,1,10
2200,3,7
2300,1,10
2300,3,2
2400,1,1
2400,3,5
2500,1,7
2500,3,1
2600,1,2
2600,3,6
2700,1,9
2700,3,1
2800,1,9
2800,3,5
2900,1,8
2900,3,1
3000,1,2
3000,3,10
3100,1,8
3100,3,10
3200,1,9
3200,3,8
3300,1,10
3300,3,3
3400,1,10
3400,3,7
3500,1,9
3500,3,6
3600,1,3
3600,3,10
3700,1,1
3700,3,8
3800,1,9
3800,3,6
3900,1,1
3900,3,9
4000,1,6
4000,3,0
4100,1,5
4100,3,3
4200,1,9
4200,3,2
4300,1,10
4300,3,5
4400,1,8
4400,3,3
4500,1,9
4500,3,8
4600,1,5
4600,3,8
4700,1,7
4700,3,4
4800,1,3
4800,3,2
4900,1,8
4900,3,5
5000,1,9
5000,3,9
5100,1,7
5100,3,3
5200,1,5
5200,3,9
5300,1,2
5300,3,6
5400,1,8
5400,3,4
5500,1,8
5500,3,0
5600,1,9
5600,3,9
5700,1,1
5700,3,10
5800,1,3
5800,3,2
5900,1,7
5900,3,7
6000,1,0
6000,3,0
6100,1,5
6100,3,3
6200,1,2
6200,3,0
6300,1,10
6300,3,6
6400,1,2
6400,3,1
6500,1,4
6500,3,3
6600,1,8
6600,3,7
6700,1,10
6700,3,1
6800,1,3
6800,3,5
6900,1,10
6900,3,5
7000,1,7
7000,3,1
7100,1,1
7100,3,7
7200,1,1
7200,3,1
7300,1,8
7300,3,10
7400,1,1
7400,3,10
7500,1,7
7500,3,3
7600,1,2
7600,3,1
7700,1,3
7700,3,5
7800,1,2
7800,3,3
7900,1,7
7900,3,1
8000,1,1
8000,3,0
8100,1,7
8100,3,7
8200,1,5
8200,3,5
8300,1,7
8300,3,4
8400,1,10
8400,3,8
8500,1,6
8500,3,7
8600,1,7
8600,3,4
8700,1,8
8700,3,7
8800,1,5
8800,3,4
8900,1,10
8900,3,8
9000,1,9
9000,3,5
9100,1,5
9100,3,5
9200,1,5
9200,3,9
9300,1,5
9300,3,1
9400,1,2
9400,3,5
9500,1,9
9500,3,5
9600,1,10
9600,3,8
9700,1,4
9700,3,4
9800,1,9
9800,3,2
9900,1,1
9900,3,2
10000,1,8
10000,3,0
10100,1,1
10100,3,2
10200,1,1
10200,3,6
10300,1,9
10300,3,7
10400,1,5
10400,3,8
10500,1,7
10500,3,9
10600,1,8
10600,3,7
10700,1,2
10700,3,4
10800,1,9
10800,3,5
10900,1,10
10900,3,9
11000,1,0
11000,3,8
11100,1,6
11100,3,1
11200,1,4
11200,3,4
11300,1,3
11300,3,2
11400,1,6
11400,3,1
11500,1,8
11500,3,8
11600,1,2
11600,3,8
11700,1,6
11700,3,6
11800,1,2
11800,3,0
11900,1,1
11900,3,10
12000,1,0
12000,3,5
12100,1,5
12100,3,3
12200,1,0
12200,3,4
12300,1,5
12300,3,1
12400,1,7
12400,3,8
12500,1,1
12500,3,4
12600,1,8
12600,3,5
12700,1,2
12700,3,8
12800,1,6
12800,3,10
12900,1,7
12900,3,10
13000,1,8
13000,3,2
13100,1,2
13100,3,1
13200,1,5
13200,3,9
13300,1,6
13300,3,9
13400,1,9
13400,3,2
13500,1,7
13500,3,1
13600,1,8
13600,3,10
13700,1,6
13700,3,8
13800,1,3
13800,3,1
13900,1,5
13900,3,1
14000,1,8
14000,3,6
14100,1,1
14100,3,1
14200,1,3
14200,3,8
14300,1,9
14300,3,9
14400,1,9
14400,3,5
14500,1,4
14500,3,7
14600,1,0
14600,3,2
14700,1,9
14700,3,6
14800,1,4
14800,3,10
14900,1,6
14900,3,0
15000,1,3
15000,3,2
15100,1,3
15100,3,5
15200,1,7
15200,3,5
15300,1,4
15300,3,10
15400,1,10
15400,3,0
15500,1,1
15500,3,9
15600,1,4
15600,3,9
15700,1,0
15700,3,8
15800,1,1
15800,3,7
15900,1,0
15900,3,9
16000,1,10
16000,3,10
16100,1,0
16100,3,2
16200,1,6
16200,3,2
16300,1,10
16300,3,10
16400,1,1
16400,3,7
16500,1,9
16500,3,2
16600,1,3
16600,3,4
16700,1,5
16700,3,9
16800,1,2
16800,3,0
16900,1,1
16900,3,1
17000,1,6
17000,3,3
17100,1,8
17100,3,2
17200,1,1
17200,3,3
17300,1,10
17300,3,1
17400,1,1
17400,3,0
17500,1,7
17500,3,0
17600,1,6
17600,3,8
17700,1,10
17700,3,9
17800,1,8
17800,3,2
17900,1,5
17900,3,4
18000,1,7
18000,3,7
18100,1,0
18100,3,2
18200,1,2
18200,3,0
18300,1,3
18300,3,9
18400,1,0
18400,3,3
18500,1,6
18500,3,3
18600,1,10
18600,3,1
18700,1,10
18700,3,9
18800,1,5
18800,3,8
18900,1,3
18900,3,2
19000,1,7
19000,3,7
19100,1,5
19100,3,2
19200,1,2
