10,1,8
10,3,6
20,1,7
20,3,9
30,1,10
30,3,6
40,1,7
40,3,0
50,1,1
50,3,4
60,1,3
60,3,8
70,1,8
70,3,4
80,1,0
80,3,3
90,1,9
90,3,9
100,1,0
100,3,5
110,1,10
110,3,5
120,1,0
120,3,6
130,1,1
130,3,5
140,1,9
140,3,4
150,1,5
150,3,0
160,1,7
160,3,9
170,1,1
170,3,8
180,1,0
180,3,5
190,1,9
190,3,8
200,1,1
200,3,10
210,1,10
210,3,1
220,1,6
220,3,8
230,1,7
230,3,0
240,1,10
240,3,1
250,1,5
250,3,0
260,1,0
260,3,6
270,1,5
270,3,1
280,1,1
280,3,2
290,1,10
290,3,7
300,1,7
300,3,10
310,1,3
310,3,6
320,1,1
320,3,6
330,1,7
330,3,2
340,1,6
340,3,9
350,1,2
350,3,10
360,1,5
360,3,2
370,1,3
370,3,6
380,1,4
380,3,9
390,1,1
390,3,2
400,1,0
400,3,10
410,1,1
410,3,9
420,1,3
420,3,7
430,1,10
430,3,3
440,1,4
440,3,1
450,1,3
450,3,10
460,1,6
460,3,0
470,1,1
470,3,4
480,1,6
480,3,2
490,1,1
490,3,3
500,1,1
500,3,0
510,1,6
510,3,3
520,1,2
520,3,8
530,1,3
530,3,8
540,1,8
540,3,4
550,1,5
550,3,7
560,1,9
560,3,0
570,1,8
570,3,2
580,1,7
580,3,6
590,1,10
590,3,2
600,1,0
600,3,2
610,1,6
610,3,0
620,1,2
620,3,3
630,1,7
630,3,9
640,1,0
640,3,0
650,1,9
650,3,8
660,1,10
660,3,10
670,1,7
670,3,4
680,1,5
680,3,0
690,1,6
690,3,2
700,1,2
700,3,0
710,1,10
710,3,10
720,1,7
720,3,2
730,1,1
730,3,9
740,1,3
740,3,7
750,1,6
750,3,10
760,1,8
760,3,1
770,1,6
770,3,8
780,1,3
780,3,6
790,1,5
790,3,1
800,1,6
800,3,10
810,1,2
810,3,5
820,1,0
820,3,1
830,1,1
830,3,2
840,1,3
840,3,4
850,1,3
850,3,9
860,1,7
860,3,6
870,1,6
870,3,9
880,1,1
880,3,5
890,1,10
890,3,10
900,1,2
900,3,7
910,1,0
910,3,5
920,1,9
920,3,10
930,1,9
930,3,6
940,1,7
940,3,5
950,1,10
950,3,4
960,1,8
960,3,8
970,1,9
970,3,8
980,1,3
980,3,10
990,1,7
990,3,1
1000,1,8
1000,3,4
1010,1,7
1010,3,5
1020,1,3
1020,3,8
1030,1,4
1030,3,2
1040,1,8
1040,3,8
1050,1,0
1050,3,5
1060,1,5
1060,3,6
1070,1,2
1070,3,7
1080,1,1
1080,3,2
1090,1,10
1090,3,7
1100,1,4
1100,3,7
1110,1,2
1110,3,3
1120,1,0
1120,3,8
1130,1,10
1130,3,10
1140,1,6
1140,3,0
1150,1,6
1150,3,6
1160,1,4
1160,3,9
1170,1,4
1170,3,10
1180,1,7
1180,3,2
1190,1,9
1190,3,9
1200,1,1
1200,3,10
1210,1,6
1210,3,9
1220,1,2
1220,3,5
1230,1,2
1230,3,10
1240,1,5
1240,3,5
1250,1,8
1250,3,5
1260,1,9
1260,3,0
1270,1,0
1270,3,2
1280,1,3
1280,3,3
1290,1,0
1290,3,6
1300,1,4
1300,3,3
1310,1,8
1310,3,0
1320,1,2
1320,3,9
1330,1,6
1330,3,8
1340,1,6
1340,3,5
1350,1,8
1350,3,2
1360,1,0
1360,3,0
1370,1,3
1370,3,3
1380,1,5
1380,3,6
1390,1,0
1390,3,1
1400,1,2
1400,3,5
1410,1,9
1410,3,7
1420,1,0
1420,3,4
1430,1,0
1430,3,4
1440,1,6
1440,3,7
1450,1,6
1450,3,1
1460,1,2
1460,3,4
1470,1,4
1470,3,7
1480,1,4
1480,3,9
1490,1,7
1490,3,0
1500,1,8
1500,3,0
1510,1,2
1510,3,9
1520,1,7
1520,3,1
1530,1,6
1530,3,4
1540,1,10
1540,3,2
1550,1,2
1550,3,0
1560,1,10
1560,3,1
1570,1,1
1570,3,9
1580,1,1
1580,3,10
1590,1,3
1590,3,9
1600,1,9
1600,3,8
1610,1,0
1610,3,10
1620,1,1
1620,3,1
1630,1,5
1630,3,10
1640,1,0
1640,3,3
1650,1,7
1650,3,1
1660,1,4
1660,3,0
1670,1,9
1670,3,10
1680,1,2
1680,3,1
1690,1,4
1690,3,7
1700,1,2
1700,3,1
1710,1,6
1710,3,4
1720,1,2
1720,3,1
1730,1,4
1730,3,5
1740,1,7
1740,3,8
1750,1,4
1750,3,9
1760,1,7
1760,3,5
1770,1,9
1770,3,6
1780,1,1
1780,3,2
1790,1,3
1790,3,6
1800,1,8
1800,3,2
1810,1,2
1810,3,8
1820,1,9
1820,3,3
1830,1,7
1830,3,5
1840,1,2
1840,3,10
1850,1,8
1850,3,5
1860,1,3
1860,3,10
1870,1,1
1870,3,1
1880,1,1
1880,3,0
1890,1,9
1890,3,10
1900,1,5
1900,3,3
1910,1,2
1910,3,10
1920,1,3
1920,3,3
1930,1,9
1930,3,8
1940,1,5
1940,3,7
1950,1,9
1950,3,4
1960,1,5
1960,3,10
1970,1,5
1970,3,5
1980,1,3
1980,3,0
1990,1,4
1990,3,4
2000,1,0
2000,3,10
2010,1,4
2010,3,2
2020,1,1
2020,3,7
2030,1,1
