1,100,4
1,200,4
1,300,1
1,400,9
1,500,0
1,600,9
1,700,4
1,800,2
1,900,5
1,1000,1
1,1100,1
1,1200,1
1,1300,0
1,1400,5
1,1500,0
1,1600,4
1,1700,10
1,1800,3
1,1900,10
1,2000,1
1,2100,5
1,2200,7
1,2300,3
1,2400,6
1,2500,2
1,2600,9
1,2700,10
1,2800,3
1,2900,1
1,3000,7
1,3100,5
1,3200,10
1,3300,5
1,3400,7
1,3500,10
1,3600,9
1,3700,2
1,3800,6
1,3900,9
1,4000,0
1,4100,5
1,4200,0
1,4300,0
1,4400,4
1,4500,3
1,4600,7
1,4700,2
1,4800,4
1,4900,10
1,5000,8
1,5100,5
1,5200,1
1,5300,4
1,5400,8
1,5500,7
1,5600,10
1,5700,3
1,5800,2
1,5900,8
1,6000,4
1,6100,6
1,6200,10
1,6300,2
1,6400,5
1,6500,5
1,6600,10
1,6700,6
1,6800,5
1,6900,7
1,7000,4
1,7100,3
1,7200,0
1,7300,4
1,7400,7
1,7500,9
1,7600,2
1,7700,7
1,7800,9
1,7900,10
1,8000,10
1,8100,9
1,8200,9
1,8300,10
1,8400,9
1,8500,4
1,8600,8
1,8700,9
1,8800,10
1,8900,8
1,9000,3
1,9100,2
1,9200,3
1,9300,10
1,9400,5
1,9500,6
1,9600,1
1,9700,2
1,9800,8
1,9900,0
1,10000,1
1,10100,4
1,10200,7
1,10300,2
1,10400,5
1,10500,0
1,10600,3
1,10700,6
1,10800,5
1,10900,3
1,11000,3
1,11100,0
1,11200,2
1,11300,7
1,11400,4
1,11500,5
1,11600,0
1,11700,7
1,11800,6
1,11900,8
1,12000,7
1,12100,8
1,12200,1
1,12300,10
1,12400,1
1,12500,10
1,12600,5
1,12700,9
1,12800,1
1,12900,7
1,13000,7
1,13100,5
1,13200,2
1,13300,8
1,13400,3
1,13500,10
1,13600,2
1,13700,4
1,13800,3
1,13900,5
1,14000,7
1,14100,8
1,14200,4
1,14300,1
1,14400,1
1,14500,5
1,14600,3
1,14700,4
1,14800,1
1,14900,5
1,15000,6
1,15100,10
1,15200,1
1,15300,4
1,15400,5
1,15500,4
1,15600,7
1,15700,1
1,15800,0
1,15900,2
1,16000,1
1,16100,4
1,16200,6
1,16300,1
1,16400,9
1,16500,6
1,16600,8
1,16700,9
1,16800,1
1,16900,10
1,17000,4
1,17100,5
1,17200,0
1,17300,2
1,17400,10
1,17500,3
1,17600,3
1,17700,4
1,17800,6
1,17900,9
1,18000,4
1,18100,0
1,18200,7
1,18300,8
1,18400,7
1,18500,0
1,18600,8
1,18700,2
1,18800,3
1,18900,9
1,19000,3
1,19100,0
1,19200,6
1,19300,5
1,19400,2
1,19500,9
1,19600,3
1,19700,7
1,19800,9
1,19900,0
1,20000,10
1,20100,7
1,20200,10
1,20300,0
1,20400,10
1,20500,2
1,20600,0
1,20700,1
1,20800,1
1,20900,9
1,21000,7
1,21100,4
1,21200,10
1,21300,3
1,21400,0
1,21500,10
1,21600,10
1,21700,9
1,21800,10
1,21900,2
1,22000,2
1,22100,8
1,22200,5
1,22300,4
1,22400,1
1,22500,1
1,22600,7
1,22700,8
1,22800,4
1,22900,5
1,23000,4
1,23100,0
1,23200,0
1,23300,7
1,23400,4
1,23500,9
1,23600,0
1,23700,6
1,23800,1
1,23900,4
1,24000,5
1,24100,0
1,24200,4
1,24300,5
1,24400,1
1,24500,10
1,24600,7
1,24700,6
1,24800,6
1,24900,4
1,25000,10
1,25100,2
1,25200,2
1,25300,3
1,25400,7
1,25500,3
1,25600,3
1,25700,3
1,25800,4
1,25900,8
1,26000,7
1,26100,4
1,26200,9
1,26300,7
1,26400,6
1,26500,0
1,26600,0
1,26700,8
1,26800,6
1,26900,3
1,27000,2
1,27100,10
1,27200,0
1,27300,3
1,27400,2
1,27500,7
1,27600,5
1,27700,3
1,27800,2
1,27900,3
1,28000,1
1,28100,3
1,28200,7
1,28300,10
1,28400,5
1,28500,9
1,28600,7
1,28700,2
1,28800,7
1,28900,1
1,29000,7
1,29100,7
1,29200,9
1,29300,2
1,29400,3
1,29500,5
1,29600,4
1,29700,0
