6,1,58
6,3,20
12,1,92
12,3,61
18,1,55
18,3,10
24,1,24
24,3,98
30,1,80
30,3,64
36,1,25
36,3,1
42,1,37
42,3,39
48,1,3
48,3,68
54,1,46
54,3,48
60,1,57
60,3,23
66,1,86
66,3,50
72,1,77
72,3,83
78,1,15
78,3,63
84,1,56
84,3,47
90,1,84
90,3,20
96,1,93
96,3,49
102,1,47
102,3,82
108,1,23
108,3,4
114,1,32
114,3,25
120,1,58
120,3,14
126,1,27
126,3,26
132,1,81
132,3,70
138,1,14
138,3,24
144,1,14
144,3,65
150,1,43
150,3,88
156,1,90
156,3,44
162,1,17
162,3,82
168,1,91
168,3,55
174,1,17
174,3,17
180,1,69
180,3,21
186,1,82
186,3,52
192,1,41
192,3,25
198,1,21
198,3,81
204,1,18
204,3,48
210,1,66
210,3,81
216,1,74
216,3,100
222,1,45
222,3,47
228,1,53
228,3,33
234,1,76
234,3,97
240,1,7
240,3,6
246,1,27
246,3,83
252,1,25
252,3,26
258,1,65
258,3,79
264,1,67
264,3,81
270,1,95
270,3,4
276,1,88
276,3,64
282,1,71
282,3,85
288,1,85
288,3,11
294,1,55
294,3,60
300,1,6
300,3,54
306,1,29
306,3,74
312,1,61
312,3,83
318,1,0
318,3,35
324,1,24
324,3,3
330,1,81
330,3,57
336,1,59
336,3,16
342,1,43
342,3,67
348,1,72
348,3,70
354,1,33
354,3,16
360,1,84
360,3,32
366,1,73
366,3,32
372,1,0
372,3,61
378,1,17
378,3,62
384,1,44
384,3,39
390,1,75
390,3,39
396,1,75
396,3,73
402,1,60
402,3,57
408,1,66
408,3,59
414,1,81
414,3,51
420,1,55
420,3,97
426,1,18
426,3,16
432,1,81
432,3,86
438,1,39
438,3,51
444,1,66
444,3,79
450,1,6
450,3,15
456,1,2
456,3,90
462,1,20
462,3,45
468,1,43
468,3,68
474,1,34
474,3,49
480,1,75
480,3,96
486,1,42
486,3,68
492,1,32
492,3,55
498,1,73
498,3,97
504,1,87
504,3,89
510,1,86
510,3,30
516,1,61
516,3,94
522,1,9
522,3,26
528,1,36
528,3,58
534,1,42
534,3,4
540,1,87
540,3,73
546,1,3
546,3,72
552,1,71
552,3,85
558,1,94
558,3,30
564,1,29
564,3,9
570,1,58
570,3,76
576,1,60
576,3,96
582,1,74
582,3,19
588,1,73
588,3,14
594,1,50
594,3,81
600,1,28
600,3,71
606,1,1
606,3,54
612,1,19
612,3,7
618,1,10
618,3,80
624,1,33
624,3,100
630,1,25
630,3,48
636,1,4
636,3,91
642,1,73
642,3,74
648,1,97
648,3,90
654,1,40
654,3,74
660,1,60
660,3,72
666,1,100
666,3,78
672,1,73
672,3,4
678,1,29
678,3,68
684,1,70
684,3,5
690,1,7
690,3,4
696,1,15
696,3,61
702,1,77
702,3,40
708,1,23
708,3,44
714,1,58
714,3,69
720,1,88
720,3,1
726,1,18
726,3,82
732,1,38
732,3,38
738,1,13
738,3,4
744,1,25
744,3,36
750,1,68
750,3,71
756,1,91
756,3,5
762,1,39
762,3,21
768,1,97
768,3,89
774,1,11
774,3,58
780,1,88
780,3,9
786,1,22
786,3,76
792,1,33
792,3,78
798,1,10
798,3,35
804,1,7
804,3,8
810,1,31
810,3,89
816,1,79
816,3,49
822,1,21
822,3,24
828,1,13
828,3,20
834,1,69
834,3,8
840,1,44
840,3,93
846,1,79
846,3,90
852,1,10
852,3,8
858,1,53
858,3,69
864,1,87
864,3,63
870,1,79
870,3,0
876,1,8
876,3,66
882,1,79
882,3,26
888,1,39
888,3,22
894,1,67
894,3,78
900,1,67
900,3,30
906,1,62
906,3,28
912,1,69
912,3,4
918,1,91
918,3,49
924,1,61
924,3,42
930,1,21
930,3,59
936,1,12
936,3,40
942,1,100
942,3,60
948,1,90
948,3,65
954,1,20
954,3,60
960,1,65
960,3,50
966,1,21
966,3,50
972,1,19
972,3,26
978,1,14
978,3,27
984,1,44
984,3,62
990,1,10
990,3,56
996,1,87
996,3,1
1002,1,25
1002,3,61
1008,1,78
1008,3,63
1014,1,9
1014,3,64
1020,1,57
1020,3,67
